timestamp,x_position,y_position,action
42.53,100,300,idle
42.57,100,300,idle
42.6,100,300,idle
42.64,100,300,idle
42.67,100,300,idle
42.7,100,300,idle
42.74,100,300,idle
42.77,100,300,idle
42.8,100,300,idle
42.83,100,300,idle
42.87,100,300,idle
42.9,100,300,idle
42.94,100,300,idle
42.97,100,300,idle
43.0,100,300,idle
43.04,100,300,idle
43.07,100,300,idle
43.1,100,300,idle
43.14,100,300,idle
43.17,100,300,idle
43.2,100,300,idle
43.23,100,300,idle
43.27,100,300,idle
43.3,100,300,idle
43.34,100,300,idle
43.37,100,300,idle
43.4,100,300,idle
43.44,100,300,idle
43.47,100,300,idle
43.5,100,300,idle
43.54,100,300,idle
43.57,100,300,idle
43.61,100,300,idle
43.64,100,300,idle
43.67,100,300,idle
43.71,100,300,idle
43.74,100,300,idle
43.77,100,300,idle
43.81,100,300,idle
43.84,100,300,idle
43.87,100,300,idle
43.91,100,300,idle
43.94,100,300,idle
43.97,100,300,idle
44.01,100,300,idle
44.04,100,300,idle
44.07,100,300,idle
44.11,100,300,idle
44.14,100,300,idle
44.17,100,300,idle
44.21,100,300,idle
44.24,100,300,idle
44.27,100,300,idle
44.31,100,300,idle
44.34,100,300,idle
44.38,100,300,idle
44.41,100,300,idle
44.44,100,300,idle
44.48,100,300,idle
44.51,100,300,idle
44.54,100,300,idle
44.58,100,300,idle
44.61,100,300,idle
44.65,100,300,idle
44.68,100,300,idle
44.71,100,300,idle
44.75,100,300,idle
44.78,100,300,idle
44.82,100,300,idle
44.85,100,300,idle
44.88,100,300,idle
44.92,100,300,idle
44.95,100,300,idle
44.99,100,300,idle
45.02,100,300,idle
45.05,100,300,idle
45.09,100,300,idle
45.12,100,300,idle
45.15,100,300,idle
45.19,100,300,idle
45.22,100,300,idle
45.25,100,300,idle
45.29,100,300,idle
45.32,100,300,idle
45.35,100,300,idle
45.39,100,300,idle
45.42,100,300,idle
45.45,100,300,idle
45.49,100,300,idle
45.52,100,300,idle
45.56,100,300,idle
45.59,100,300,idle
45.62,100,300,idle
45.66,100,300,idle
45.69,100,300,idle
45.72,100,300,idle
45.76,100,300,idle
45.79,100,300,idle
45.82,100,300,idle
45.86,105,300,right
45.89,110,300,right
45.92,115,300,right
45.96,120,300,right
45.99,125,300,right
46.02,130,300,right
46.06,135,300,right
46.09,140,300,right
46.13,145,300,right
46.16,150,300,right
46.19,155,300,right
46.23,160,300,right
46.26,165,300,right
46.29,170,300,right
46.32,175,300,right
46.36,180,300,right
46.39,185,300,right
46.43,190,300,right
46.46,195,300,right
46.49,200,300,right
46.53,205,260,jump
46.56,210,228,right
46.59,215,202,right
46.63,220,182,right
46.66,225,168,right
46.7,230,158,right
46.73,235,152,right
46.76,240,148,right
46.8,245,146,right
46.83,250,146,right
46.86,255,146,right
46.9,260,146,right
46.93,265,148,right
46.96,270,152,right
47.0,275,158,right
47.03,275,168,idle
47.07,275,182,idle
47.1,275,202,idle
47.13,275,228,idle
47.17,275,260,idle
47.2,275,300,idle
47.23,275,300,idle
47.27,275,300,idle
47.3,275,300,idle
47.34,275,300,idle
47.37,275,300,idle
47.4,275,300,idle
47.44,275,300,idle
47.47,275,300,idle
47.5,275,300,idle
47.54,270,300,left
47.57,265,300,left
47.6,260,300,left
47.64,255,300,left
47.67,250,300,left
47.7,245,300,left
47.74,240,300,left
47.77,235,300,left
47.81,230,300,left
47.84,225,300,left
47.87,220,300,left
47.91,215,300,left
47.94,210,300,left
47.98,205,300,left
48.01,200,300,left
48.04,195,300,left
48.08,190,300,left
48.11,185,260,jump
48.14,180,228,left
48.18,175,202,left
48.21,170,182,left
48.24,165,168,left
48.28,160,158,left
48.31,155,152,left
48.34,150,148,left
48.38,145,146,left
48.41,140,146,left
48.44,135,146,left
48.48,130,146,left
48.51,125,148,left
48.55,120,152,left
48.58,115,158,left
48.61,110,168,left
48.65,105,182,left
48.68,100,202,left
48.71,95,228,left
48.75,90,260,left
48.78,85,300,left
48.81,80,300,left
48.85,75,300,left
48.88,70,300,left
48.92,65,300,left
48.95,60,300,left
48.98,55,300,left
49.02,50,300,left
49.05,50,300,idle
49.08,55,300,right
49.12,60,300,right
49.15,65,300,right
49.18,70,300,right
49.22,75,300,right
49.25,80,300,right
49.28,85,300,right
49.32,90,300,right
49.35,95,300,right
49.38,100,300,right
49.42,105,300,right
49.45,110,300,right
49.48,115,300,right
49.52,120,300,right
49.55,125,300,right
49.59,130,300,right
49.62,135,300,right
49.65,140,260,jump
49.69,145,228,right
49.72,150,202,right
49.76,155,182,right
49.79,160,168,right
49.82,165,158,right
49.86,170,152,right
49.89,175,148,right
49.93,180,146,right
49.96,185,146,right
49.99,190,146,right
50.03,195,146,right
50.06,200,148,right
50.09,205,152,right
50.13,210,158,right
50.16,215,168,right
50.2,220,182,right
50.23,225,202,right
50.26,230,228,right
50.29,235,260,right
50.33,240,300,right
50.36,245,300,right
50.39,250,300,right
50.43,255,300,right
50.46,260,300,right
50.5,265,300,right
50.53,270,300,right
50.56,275,300,right
50.59,280,300,right
50.63,285,300,right
50.66,290,300,right
50.7,295,300,right
50.73,300,300,right
50.76,305,300,right
50.8,310,300,right
50.83,315,300,right
50.87,320,300,right
50.9,325,260,jump
50.93,330,228,right
50.97,335,202,right
51.0,340,182,right
51.04,345,168,right
51.07,350,158,right
51.1,355,152,right
51.14,360,148,right
51.17,365,146,right
51.2,370,146,right
51.24,375,146,right
51.27,380,146,right
51.3,385,148,right
51.34,390,152,right
51.37,395,158,right
51.4,400,168,right
51.44,405,182,right
51.47,410,202,right
51.5,415,228,right
51.54,420,260,right
51.57,425,300,right
51.61,430,300,right
51.64,435,300,right
51.67,440,300,right
51.71,445,300,right
51.74,450,300,right
51.77,455,300,right
51.81,460,300,right
51.84,465,300,right
51.87,470,300,right
51.91,475,300,right
51.94,480,300,right
51.97,485,300,right
52.01,490,300,right
52.04,495,260,jump
52.07,500,228,right
52.11,505,202,right
52.14,510,182,right
52.18,515,168,right
52.21,520,158,right
52.24,525,152,right
52.28,530,148,right
52.31,535,146,right
52.35,540,146,right
52.38,545,146,right
52.41,550,146,right
52.45,555,148,right
52.48,560,152,right
52.51,565,158,right
52.55,570,168,right
52.58,575,182,right
52.61,580,202,right
52.65,585,228,right
52.68,590,260,right
52.72,595,300,right
52.75,600,300,right
52.78,605,300,right
52.82,610,300,right
52.85,615,300,right
52.88,620,300,right
52.92,625,300,right
52.95,630,300,right
52.98,635,300,right
53.02,640,300,right
53.05,645,300,right
53.08,650,300,right
53.12,655,300,right
53.15,660,300,right
53.18,665,300,right
53.22,670,300,right
53.25,675,300,right
53.28,680,300,right
53.32,685,300,right
53.35,690,300,right
53.39,695,300,right
53.42,700,300,right
53.45,705,300,right
53.49,710,300,right
53.52,715,300,right
53.55,720,300,right
53.59,725,300,right
53.62,730,300,right
53.66,735,300,right
53.69,740,300,right
53.72,745,300,right
53.76,750,300,right
53.79,755,300,right
53.82,760,300,right
53.86,765,300,right
53.89,770,300,right
53.92,775,300,right
53.96,770,300,left
53.99,765,300,left
54.02,760,300,left
54.06,755,300,left
54.09,750,300,left
54.12,745,300,left
54.16,740,300,left
54.19,735,300,left
54.23,730,300,left
54.26,725,300,left
54.29,720,300,left
54.33,715,300,left
54.36,710,300,left
54.4,705,300,left
54.43,700,300,left
54.46,695,300,left
54.5,690,300,left
54.53,685,300,left
54.57,680,300,left
54.6,675,300,left
54.63,670,300,left
54.67,665,300,left
54.7,660,300,left
54.74,655,300,left
54.77,650,300,left
54.8,645,300,left
54.84,640,300,left
54.87,635,300,left
54.9,630,300,left
54.94,625,300,left
54.97,620,300,left
55.0,615,300,left
55.04,610,300,left
55.07,605,300,left
55.1,600,300,left
55.14,595,300,left
55.17,590,300,left
55.21,585,300,left
55.24,580,300,left
55.27,575,300,left
55.31,570,300,left
55.34,565,300,left
55.37,560,260,jump
55.41,555,228,left
55.44,550,202,left
55.47,545,182,left
55.51,540,168,left
55.54,535,158,left
55.57,530,152,left
55.61,525,148,left
55.64,520,146,left
55.67,515,146,left
55.71,510,146,left
55.74,505,146,left
55.77,500,148,left
55.81,495,152,left
55.84,490,158,left
55.87,485,168,left
55.91,480,182,left
55.94,475,202,left
55.98,470,228,left
56.01,465,260,left
56.04,460,300,left
56.08,455,300,left
56.11,450,300,left
56.15,445,300,left
56.18,440,300,left
56.21,435,300,left
56.25,430,300,left
56.28,425,300,left
56.31,420,300,left
56.35,415,300,left
56.38,410,300,left
56.41,405,300,left
56.45,400,300,left
56.48,395,300,left
56.52,390,300,left
56.55,385,300,left
56.58,380,300,left
56.62,375,300,left
56.65,370,300,left
56.69,365,300,left
56.72,360,300,left
56.75,355,300,left
56.79,350,300,left
56.82,345,300,left
56.86,340,300,left
56.89,335,300,left
56.92,330,300,left
56.96,325,300,left
56.99,320,300,left
57.02,315,300,left
57.06,310,300,left
57.09,305,300,left
57.13,300,300,left
57.16,295,300,left
57.19,290,300,left
57.23,285,300,left
57.26,280,300,left
57.29,275,260,jump
57.33,270,228,left
57.36,265,202,left
57.39,260,182,left
57.43,255,168,left
57.46,250,158,left
57.49,245,152,left
57.53,240,148,left
57.56,235,146,left
57.59,230,146,left
57.63,225,146,left
57.66,220,146,left
57.69,215,148,left
57.73,210,152,left
57.76,205,158,left
57.79,200,168,left
57.83,195,182,left
57.86,190,202,left
57.89,185,228,left
57.93,180,260,left
57.96,175,300,left
57.99,170,300,left
58.03,165,300,left
58.06,160,300,left
58.1,155,300,left
58.13,150,300,left
58.16,145,300,left
58.2,140,300,left
58.23,135,300,left
58.26,130,300,left
58.3,125,300,left
58.33,120,300,left
58.37,115,300,left
58.4,110,300,left
58.43,105,300,left
58.47,100,300,left
58.5,95,300,left
58.53,90,300,left
58.57,85,300,left
58.6,80,300,left
58.64,75,300,left
58.67,70,260,jump
58.7,65,228,left
58.74,60,202,left
58.77,55,182,left
58.81,50,168,left
58.84,45,158,left
58.87,40,152,left
58.91,35,148,left
58.94,30,146,left
58.97,25,146,left
59.01,25,146,idle
59.04,25,146,idle
59.08,25,148,idle
59.11,30,152,right
59.14,35,158,right
59.18,40,168,right
59.21,45,182,right
59.24,50,202,right
59.28,55,228,right
59.31,60,260,right
59.34,65,300,right
59.38,70,300,right
59.41,75,300,right
59.44,80,300,right
59.48,85,300,right
59.51,90,300,right
59.54,95,300,right
59.58,100,300,right
59.61,105,300,right
59.64,110,300,right
59.68,115,300,right
59.71,120,300,right
59.74,125,300,right
59.78,130,300,right
59.81,135,300,right
59.85,140,300,right
59.88,145,300,right
59.91,150,300,right
59.95,155,300,right
59.98,160,300,right
60.01,165,300,right
60.05,170,300,right
60.08,175,300,right
60.11,180,300,right
60.15,185,300,right
60.18,190,300,right
60.22,195,300,right
60.25,200,300,right
60.28,205,300,right
60.32,210,300,right
60.35,215,300,right
60.38,220,300,right
60.42,225,300,right
60.45,230,300,right
60.49,235,300,right
60.52,240,300,right
60.55,245,300,right
60.59,250,300,right
60.62,255,300,right
60.65,260,300,right
60.69,265,300,right
60.72,270,300,right
60.75,275,300,right
60.79,280,300,right
60.82,285,300,right
60.86,290,300,right
60.89,295,300,right
60.92,295,300,idle
60.96,295,300,idle
60.99,295,300,idle
61.02,295,300,idle
61.06,295,300,idle
61.09,295,300,idle
61.13,295,300,idle
61.16,295,300,idle
61.19,295,300,idle
61.23,295,300,idle
61.26,295,260,jump
61.29,295,228,idle
61.33,295,202,idle
61.36,295,182,idle
61.39,295,168,idle
61.43,295,158,idle
61.46,295,152,idle
61.49,295,148,idle
61.53,295,146,idle
61.56,295,146,idle
61.59,295,146,idle
61.63,295,146,idle
61.66,295,148,idle
61.7,295,152,idle
61.73,295,158,idle
61.76,295,168,idle
61.8,290,182,left
61.83,285,202,left
61.87,280,228,left
61.9,275,260,left
61.94,270,300,left
61.97,265,300,left
62.0,260,300,left
62.04,255,300,left
62.07,250,300,left
62.1,245,300,left
62.14,240,300,left
62.17,235,300,left
62.2,230,300,left
62.24,230,300,idle
62.27,230,300,idle
62.3,230,260,jump
62.34,230,228,idle
62.37,230,202,idle
62.4,230,182,idle
62.44,230,168,idle
62.47,230,158,idle
62.51,230,152,idle
62.54,230,148,idle
62.57,230,146,idle
62.61,230,146,idle
62.64,230,146,idle
62.67,230,146,idle
62.71,230,148,idle
62.74,230,152,idle
62.77,230,158,idle
62.81,230,168,idle
62.84,230,182,idle
62.87,230,202,idle
62.91,230,228,idle
62.94,230,260,idle
62.97,230,300,idle
63.01,230,300,idle
63.04,230,260,jump
63.08,230,228,idle
63.11,230,202,idle
63.14,235,182,right
63.18,240,168,right
63.21,245,158,right
63.24,250,152,right
63.28,255,148,right
63.31,260,146,right
63.35,265,146,right
63.38,270,146,right
63.41,275,146,right
63.45,280,148,right
63.48,285,152,right
63.51,290,158,right
63.55,295,168,right
63.58,300,182,right
63.62,305,202,right
63.65,310,228,right
63.68,315,260,right
63.72,320,300,right
63.75,325,300,right
63.78,330,300,right
63.83,335,300,right
63.86,340,300,right
63.89,345,300,right
63.93,350,300,right
63.96,355,300,right
64.0,360,300,right
64.03,365,300,right
64.06,370,300,right
64.1,375,300,right
64.13,380,300,right
64.17,385,300,right
64.2,390,300,right
64.23,395,300,right
64.27,400,300,right
64.3,405,300,right
64.33,410,300,right
64.37,415,300,right
64.4,420,300,right
64.43,425,300,right
64.47,430,300,right
64.5,435,300,right
64.53,440,300,right
64.57,445,300,right
64.6,450,300,right
64.64,455,300,right
64.67,460,300,right
64.7,465,300,right
64.74,470,300,right
64.77,475,300,right
64.8,480,300,right
64.84,485,300,right
64.87,490,300,right
64.9,495,300,right
64.94,500,300,right
64.97,505,300,right
65.0,510,300,right
65.04,515,300,right
65.07,520,300,right
65.1,525,300,right
65.14,530,300,right
65.17,535,300,right
65.2,540,300,right
65.24,545,300,right
65.27,550,300,right
65.3,555,300,right
65.34,560,300,right
65.37,565,300,right
65.4,570,300,right
65.44,575,300,right
65.47,580,300,right
65.51,585,300,right
65.54,590,300,right
65.57,595,300,right
65.61,600,300,right
65.64,605,300,right
65.68,610,300,right
65.71,615,300,right
65.74,620,300,right
65.78,625,260,jump
65.81,630,228,right
65.84,635,202,right
65.88,640,182,right
65.91,645,168,right
65.94,650,158,right
65.98,655,152,right
66.01,660,148,right
66.05,665,146,right
66.08,670,146,right
66.11,675,146,right
66.15,680,146,right
66.18,685,148,right
66.21,690,152,right
66.25,695,158,right
66.28,700,168,right
66.31,705,182,right
66.35,710,202,right
66.38,715,228,right
66.42,720,260,right
66.45,725,300,right
66.48,730,300,right
66.52,735,300,right
66.55,740,300,right
66.58,745,300,right
66.62,750,300,right
66.65,755,300,right
66.68,760,300,right
66.72,765,300,right
66.75,770,300,right
66.78,775,300,right
66.82,780,300,right
66.85,785,300,right
66.88,790,300,right
66.92,795,300,right
66.95,800,300,right
66.99,805,300,right
67.02,810,300,right
67.05,815,300,right
67.09,820,300,right
67.12,825,300,right
67.15,830,300,right
67.19,835,300,right
67.22,840,300,right
67.25,845,300,right
67.29,850,300,right
67.32,855,300,right
67.36,860,300,right
67.39,865,300,right
67.42,870,300,right
67.46,875,300,right
67.49,875,300,right
67.52,875,300,right
67.56,870,300,left
67.59,865,300,left
67.63,860,300,left
67.66,855,300,left
67.69,850,300,left
67.73,845,300,left
67.76,840,300,left
67.79,835,300,left
67.83,830,300,left
67.86,825,300,left
67.9,820,300,left
67.93,815,300,left
67.96,810,300,left
68.0,805,300,left
68.03,800,300,left
68.06,795,300,left
68.1,790,300,left
68.13,785,300,left
68.16,780,300,left
68.2,775,300,left
68.23,770,300,left
68.26,765,300,left
68.3,760,300,left
68.33,755,300,left
68.36,750,300,left
68.4,745,260,jump
68.43,740,228,left
68.46,735,202,left
68.5,730,182,left
68.53,725,168,left
68.57,720,158,left
68.6,715,152,left
68.63,710,148,left
68.67,705,146,left
68.7,700,146,left
68.74,695,146,left
68.77,690,146,left
68.81,685,148,left
68.84,680,152,left
68.87,675,158,left
68.91,670,168,left
68.94,665,182,left
68.97,660,202,left
69.01,655,228,left
69.04,650,260,left
69.07,645,300,left
69.11,640,300,left
69.14,635,300,left
69.17,630,300,left
69.21,625,300,left
69.24,620,300,left
69.27,615,300,left
69.31,610,300,left
69.34,605,260,jump
69.38,600,228,left
69.41,595,202,left
69.44,590,182,left
69.48,585,168,left
69.51,580,158,left
69.54,575,152,left
69.58,570,148,left
69.61,565,146,left
69.65,560,146,left
69.68,555,146,left
69.71,550,146,left
69.75,545,148,left
69.78,540,152,left
69.81,535,158,left
69.85,530,168,left
69.88,525,182,left
69.91,520,202,left
69.95,515,228,left
69.98,510,260,left
70.01,505,300,left
70.05,500,300,left
70.08,495,300,left
70.11,490,300,left
70.14,485,300,left
70.18,480,300,left
70.21,475,260,jump
70.25,470,228,left
70.28,465,202,left
70.31,460,182,left
70.35,455,168,left
70.38,450,158,left
70.41,445,152,left
70.45,440,148,left
70.48,435,146,left
70.52,430,146,left
70.55,425,146,left
70.58,420,146,left
70.62,415,148,left
70.65,410,152,left
70.68,405,158,left
70.72,400,168,left
70.75,395,182,left
70.78,390,202,left
70.82,385,228,left
70.85,380,260,left
70.89,375,300,left
70.92,370,300,left
70.96,365,300,left
70.99,360,300,left
71.02,355,300,left
71.06,350,260,jump
71.09,345,228,left
71.12,340,202,left
71.16,335,182,left
71.19,330,168,left
71.22,325,158,left
71.26,320,152,left
71.29,315,148,left
71.33,310,146,left
71.36,305,146,left
71.39,300,146,left
71.43,295,146,left
71.46,290,148,left
71.49,285,152,left
71.53,280,158,left
71.56,275,168,left
71.6,270,182,left
71.63,265,202,left
71.66,260,228,left
71.7,255,260,left
71.73,250,300,left
71.76,245,300,left
71.8,240,300,left
71.83,235,300,left
71.86,230,300,left
71.9,225,300,left
71.93,220,300,left
71.96,215,300,left
72.0,210,300,left
72.03,205,300,left
72.06,200,300,left
72.1,205,300,right
72.13,210,300,right
72.17,215,300,right
72.2,220,300,right
72.23,225,300,right
72.27,230,300,right
72.3,235,300,right
72.33,240,300,right
72.37,240,300,right
72.4,240,260,jump
72.44,240,228,right
72.47,240,202,right
72.5,240,182,right
72.54,240,168,right
72.57,240,158,right
72.6,240,152,right
72.64,240,148,right
72.67,240,146,right
72.7,240,146,right
72.74,235,146,left
72.77,230,146,left
72.8,225,148,left
72.84,220,152,left
72.87,215,158,left
72.91,210,168,left
72.94,205,182,left
72.97,200,202,left
73.01,195,228,left
73.04,190,260,left
73.07,185,300,left
73.11,180,300,left
73.14,175,300,left
73.17,170,300,left
73.2,165,300,left
73.24,160,260,jump
73.27,155,228,left
73.3,150,202,left
73.34,145,182,left
73.37,140,168,left
73.41,135,158,left
73.44,130,152,left
73.47,125,148,left
73.51,120,146,left
73.54,115,146,left
73.57,110,146,left
73.61,105,146,left
73.64,110,148,right
73.67,115,152,right
73.71,120,158,right
73.74,125,168,right
73.77,130,182,right
73.81,135,202,right
73.84,140,228,right
73.87,145,260,right
73.91,150,300,right
73.94,155,300,right
73.98,160,300,right
74.01,165,300,right
74.04,170,300,right
74.08,175,300,right
74.11,180,300,right
74.14,185,300,right
74.18,190,300,right
74.21,195,300,right
74.24,200,300,right
74.28,205,260,jump
74.31,210,228,right
74.34,215,202,right
74.38,220,182,right
74.41,225,168,right
74.44,230,158,right
74.48,235,152,right
74.51,240,148,right
74.54,245,146,right
74.58,250,146,right
74.61,255,146,right
74.65,260,146,right
74.68,265,148,right
74.71,270,152,right
74.75,275,158,right
74.78,280,168,right
74.81,285,182,right
74.85,290,202,right
74.88,295,228,right
74.91,300,260,right
74.95,305,300,right
74.98,305,300,right
75.01,300,300,left
75.05,295,300,left
75.08,290,300,left
75.11,285,300,left
75.15,280,300,left
75.18,275,300,left
75.21,270,260,jump
75.25,265,228,left
75.28,260,202,left
75.31,255,182,left
75.35,250,168,left
75.38,245,158,left
75.42,240,152,left
75.45,235,148,left
75.48,230,146,left
75.52,225,146,left
75.55,220,146,left
75.58,215,146,left
75.62,210,148,left
75.65,205,152,left
75.69,200,158,left
75.72,195,168,left
75.75,190,182,left
75.79,185,202,left
75.82,180,228,left
75.85,175,260,left
75.89,170,300,left
75.92,165,300,left
75.96,160,300,left
75.99,155,300,left
76.02,150,300,left
76.06,145,300,left
76.09,140,300,left
76.12,140,300,idle
76.16,140,260,jump
76.19,140,228,idle
76.22,140,202,idle
76.26,140,182,idle
76.29,145,168,right
76.33,150,158,right
76.36,155,152,right
76.39,160,148,right
76.43,165,146,right
76.46,170,146,right
76.49,175,146,right
76.53,180,146,right
76.56,185,148,right
76.59,185,152,right
76.63,185,158,right
76.66,185,168,right
76.69,185,182,right
76.73,185,202,right
76.76,185,228,right
76.79,185,260,idle
76.83,185,300,idle
76.86,185,300,idle
76.9,185,300,idle
76.93,185,260,jump
76.96,185,228,idle
77.0,185,202,idle
77.03,185,182,idle
77.06,185,168,idle
77.1,185,158,idle
77.13,185,152,idle
77.17,185,148,idle
77.2,185,146,idle
77.23,185,146,idle
77.27,185,146,idle
77.3,185,146,idle
77.33,185,148,idle
77.37,185,152,idle
77.4,185,158,idle
77.43,185,168,idle
77.47,185,182,idle
77.5,185,202,idle
77.53,185,228,idle
77.57,185,260,idle
77.6,185,300,idle
77.63,185,300,idle
77.67,185,300,idle
77.7,185,300,idle
77.74,185,300,idle
77.77,185,300,idle
77.8,185,300,idle
77.84,185,300,idle
77.87,185,300,idle
77.9,185,300,idle
77.94,185,300,idle
77.97,185,300,idle
78.01,185,300,idle
78.04,185,300,idle
78.07,185,300,idle
78.11,185,300,idle
78.14,185,300,idle
78.18,185,300,idle
78.21,185,300,idle
78.24,185,300,idle
78.28,185,300,idle
78.31,185,300,idle
78.34,185,300,idle
78.38,185,300,idle
78.41,185,300,idle
78.45,185,300,idle
78.48,185,300,idle
78.51,185,300,idle
78.55,185,300,idle
78.58,185,300,idle
78.61,185,300,idle
78.65,185,300,idle
78.68,185,300,idle
78.71,185,300,idle
78.75,185,300,idle
78.78,185,300,idle
78.81,185,300,idle
78.85,185,300,idle
78.88,185,300,idle
78.91,185,300,idle
78.95,185,300,idle
78.98,185,300,idle
79.01,185,300,idle
79.05,185,300,idle
